title|doi
ApoJ/Clusterin concentrations are determinants of cerebrospinal fluid cholesterol efflux capacity and reduced levels are associated with Alzheimer’s disease|10.1186/s13195-022-01119-z
Cardiovascular Risk Factors and Risk of Alzheimer Disease and Mortality: A Latent Class Approach|10.1161/jaha.122.025724
Motor response with apomorphine sublingual film and levodopa in patients with OFF episodes|10.2217/nmt-2022-0038
Multishank Thin‐Film Neural Probes and Implantation System for High‐Resolution Neural Recording Applications|10.1002/aelm.202200883
Molecular Tweezers: Supramolecular Hosts with Broad-Spectrum Biological Applications|10.1124/pharmrev.122.000654
Progranulin loss results in sex-dependent dysregulation of the peripheral and central immune system|10.3389/fimmu.2022.1056417
Blood RNA transcripts reveal similar and differential alterations in fundamental cellular processes in Alzheimer's disease and other neurodegenerative diseases|10.1002/alz.12880
Motor symptoms in Parkinson’s disease are related to the interplay between cortical curvature and thickness|10.1016/j.nicl.2022.103300
Novel therapeutic approaches to target neurodegeneration|10.22541/au.167164898.84768756
Spatially resolved transcriptomics reveals genes associated with the vulnerability of middle temporal gyrus in Alzheimer’s disease|10.1186/s40478-022-01494-6
Editorial: Cannabinoids in neuroinflammation, neurodegeneration and pain: Focus on non-neuronal cells|10.3389/fnins.2022.1114775
Functional brain networks in the evaluation of patients with neurodegenerative disorders|10.1038/s41582-022-00753-3
How to unblur the vasovagal evidence?|10.1007/s10286-022-00915-9
Microglia ferroptosis is regulated by SEC24B and contributes to neurodegeneration|10.1038/s41593-022-01221-3
Presynaptic Hemiparkinsonism Following Cerebral Toxoplasmosis: Case Report and Literature Review|10.1002/mdc3.13631
The glucocerebrosidase mutations and uric acid levels in Parkinson’s disease: A 3-years investigation of a potential biomarker”|10.1016/j.prdoa.2022.100177
A Combined α-Synuclein/Fibril (SynFib) Model of Parkinson-Like Synucleinopathy Targeting the Nigrostriatal Dopamine System|10.3233/jpd-223452
Cerebrospinal fluid neurofilament dynamic profiles predict cognitive progression in individuals with de novo Parkinson’s disease|10.3389/fnagi.2022.1061096
Characterisation of functional deficits induced by AAV overexpression of alpha-synuclein in rats|10.1016/j.crneur.2022.100065
Early-Onset Parkinson’s Disease: Creating the Right Environment for a Genetic Disorder|10.3233/jpd-223380
Identification and prediction of Parkinson’s disease subtypes and progression using machine learning in two cohorts|10.1038/s41531-022-00439-z
Incidence of Parkinson disease in North America|10.1038/s41531-022-00410-y
Pharmacological Mechanism of the Non-hallucinogenic 5-HT2A Agonist Ariadne and Analogs|10.1021/acschemneuro.2c00597
Hippocampal, basal ganglia and olfactory connectivity contribute to cognitive impairments in Parkinson's disease|10.1111/ejn.15899
Membrane curvature sensing and stabilization by the autophagic LC3 lipidation machinery|10.1126/sciadv.add1436
Plasma phosphorylated tau181 predicts cognitive and functional decline|10.1002/acn3.51695
Proximity to residential and workplace pesticides application and the risk of progression of Parkinson's diseases in Central California|10.1016/j.scitotenv.2022.160851
Nomogram to Predict the Probability of Functional Dependence in Early Parkinson’s Disease|10.3233/jpd-223501
Predicting longitudinal brain atrophy in Parkinson’s disease using a Susceptible-Infected-Removed agent-based model|10.1162/netn_a_00296
Association of Sodium–Glucose Cotransporter 2 Inhibitors With Time to Dementia: A Population-Based Cohort Study|10.2337/dc22-1705
Isolated Jaw and Tongue Tremor in a Definite Case of Progressive Supranuclear Palsy|10.1002/mdc3.13640
LRRK2-targeted Parkinson disease drug advances into phase III|10.1038/d41573-022-00212-0
Predictive modelling of Parkinson’s disease progression based on RNA-Sequence with densely connected deep recurrent neural networks|10.1038/s41598-022-25454-1
The genetic regulation of protein expression in cerebrospinal fluid|10.15252/emmm.202216359
Video-Based Facial Movement Analysis in the Assessment of Bulbar Amyotrophic Lateral Sclerosis: Clinical Validation|10.1044/2022_jslhr-22-00072
Chemosensory Dysfunction 3-Months After COVID-19, Medications and Factors Associated with Complete Recovery|10.1177/00034894221138485
It Is as It Was: MDS‐UPDRS Part III Scores Cannot Be Combined with Other Parts to Give a Valid Sum|10.1002/mds.29279
Tailoring Motor Fluctuation Treatment: Beyond Levodopa Dose Adjustment|10.33590/emj/10022165
Brain vitamin D forms, cognitive decline, and neuropathology in community‐dwelling older adults|10.1002/alz.12836
Discovery and Optimization of Potent, Selective, and Brain-Penetrant 1-Heteroaryl-1H-Indazole LRRK2 Kinase Inhibitors for the Treatment of Parkinson’s Disease|10.1021/acs.jmedchem.2c01605
Spectrum of Pediatric to Early Adulthood POLR3A‐Associated Movement Disorders|10.1002/mdc3.13635
A Severe Case of Lupus Cerebritis|10.1212/01.wnl.0000903100.95793.8a
An Observational Study on the Humoral and Cellular Immune Response to SARS-CoV-2 mRNA Vaccination in Multiple Sclerosis and Other Autoimmune Neurological Disorders Treated With Anti-CD20 Therapies|10.1212/01.wnl.0000903428.98962.0a
Brain and Cerebrospinal Fluid α‐Synuclein Real‐Time Quaking‐Induced Conversion Identifies Lewy Body Pathology in LRRK2‐PD|10.1002/mds.29284
Examining the Differences in Biomarkers of Neuronal and Glial Injury Between Autoimmune Neurologic Disease Patients and Healthy Controls|10.1212/01.wnl.0000903096.36040.1d
Genome-wide association study of REM sleep behavior disorder identifies polygenic risk and brain expression effects|10.1038/s41467-022-34732-5
Protective Association of HLA-DRB1*04 Subtypes in Neurodegenerative Diseases Implicates Acetylated Tau PHF6 Sequences|10.1212/01.wnl.0000903160.72715.2d
Safety, Efficacy, And Pharmacokinetics of Argx-117 in Adults With Multifocal Motor Neuropathy: A Global, Multicenter, Placebo Controlled Phase 2 Study (Arda)|10.1212/01.wnl.0000903320.23411.f9
Substitution of PINK1 Gly411 modulates substrate receptivity and turnover|10.1080/15548627.2022.2151294
The ExTINGUISH Trial: A Phase-2B Randomized Placebo-Controlled Trial of Inebilizumab in Anti-NMDA Receptor Encephalitis|10.1212/01.wnl.0000903316.50895.83
Understanding Correlation of Electroclinical Findings With Functional and Neuropsychiatric Outcomes in Patients with LGI1-Encephalitis|10.1212/01.wnl.0000903424.19914.85
Persistent depressive symptoms are associated with frontal regional atrophy in patients with Alzheimer's disease|10.1002/gps.5858
Synapsin III Regulates Dopaminergic Neuron Development in Vertebrates|10.3390/cells11233902
Bile acids and neurological disease|10.1016/j.pharmthera.2022.108311
Collaboration and knowledge integration for successful brain therapeutics – lessons learned from the pandemic|10.1242/dmm.049755
Impairment of amacrine starburst cells and their synaptic contacts with dopaminergic cells could explain motion perception disturbances in Parkinson's disease|10.1111/j.1755-3768.2022.0786
Increased post-mitotic senescence in aged human neurons is a pathological feature of Alzheimer’s disease|10.1016/j.stem.2022.11.010
Machine learning‐based prediction of cognitive outcomes in de novo Parkinson's disease|10.1002/alz.067067
Molecular heterogeneity in the substantia nigra: A roadmap for understanding PD motor pathophysiology|10.1016/j.nbd.2022.105925
Nano drug delivery systems for antisense oligonucleotides (ASO) therapeutics|10.1016/j.jconrel.2022.10.050
Non-REM sleep with hypertonia in Parkinsonian Spectrum Disorders: A pilot investigation|10.1016/j.sleep.2022.09.025
Orchestration of selective autophagy by cargo receptors|10.1016/j.cub.2022.11.002
P5B-ATPases in the mammalian polyamine transport system and their role in disease|10.1016/j.bbamcr.2022.119354
Parkinson’s disease drug hunters think outside the α-synuclein box|10.1038/s41587-022-01610-w
Pompe disease treated before birth|10.1038/s41587-022-01621-7
Precision medicine for Parkinson’s disease: The subtyping challenge|10.3389/fnagi.2022.1064057
REM sleep behavior and olfactory dysfunction: Enhancing the utility and translation of animal models in the search for precision medicines for Parkinson's disease|10.1016/j.neubiorev.2022.104897
Roc, the G-domain of the Parkinson’s disease-associated protein LRRK2|10.1016/j.tibs.2022.06.009
Structural basis for Parkinson’s disease-linked LRRK2’s binding to microtubules|10.1038/s41594-022-00863-y
Volitional Control of Brain Motor Activity and Its Therapeutic Potential|10.1016/j.neurom.2022.01.007
Discriminative binding of tau PET tracers PI2620, MK6240 and RO948 in Alzheimer’s disease, corticobasal degeneration and progressive supranuclear palsy brains|10.1038/s41380-022-01875-2
Practically Defined Off‐State Dyskinesia Following Repeated Intraputamenal Glial Cell Line–Derived Neurotrophic Factor Administration|10.1002/mds.29262
Regulation of Αlpha-Synuclein Gene (SNCA) by Epigenetic Modifier TET1 in Parkinson Disease|10.5213/inj.2222206.103
Implications of DNA Methylation in Lewy Body Pathology|10.1002/mds.29290
Movement disorders in hereditary spastic paraplegia (HSP): a systematic review and individual participant data meta-analysis|10.1007/s10072-022-06516-8
Spatially informed Bayesian neural network for neurodegenerative diseases classification|10.1002/sim.9604
Dual role of brain-derived extracellular vesicles in dementia-related neurodegenerative disorders: cargo of disease spreading signals and diagnostic-therapeutic molecules|10.1186/s40035-022-00326-w
LRP1: a novel receptor for the transmission of pathological α-Synuclein|10.1186/s13024-022-00582-4
Transparent Exploration of Machine Learning for Biomarker Discovery from Proteomics and Omics Data|10.1021/acs.jproteome.2c00473
Unaltered T cell responses to common antigens in individuals with Parkinson's disease|10.1016/j.jns.2022.120510
Anti‐IgLON5 Disease with Isolated Hemichorea: A Case Report and Review of the Literature|10.1002/mdc3.13614
Multiregion transcriptomic profiling of the primate brain reveals signatures of aging and the social environment|10.1038/s41593-022-01197-0
Nigral volumetric and microstructural measures in individuals with scans without evidence of dopaminergic deficit|10.3389/fnins.2022.1048945
Protein aggregation and calcium dysregulation are hallmarks of familial Parkinson’s disease in midbrain dopaminergic neurons|10.1038/s41531-022-00423-7
Specialized Versus Generic Allied Health Therapy and the Risk of Parkinson's Disease Complications|10.1002/mds.29274
Longitudinal IgG antibody responses to Plasmodium vivax blood-stage antigens during and after acute vivax malaria in individuals living in the Brazilian Amazon|10.1371/journal.pntd.0010773
Motor cortex excitability is reduced during freezing of upper limb movement in Parkinson’s disease|10.1038/s41531-022-00420-w
Nicotine‐Mediated Rescue of α‐Synuclein Toxicity Requires Synaptic Vesicle Glycoprotein 2 in Drosophila|10.1002/mds.29283
Preventing Surgery-Induced NK Cell Dysfunction Using Anti-TGF-β Immunotherapeutics|10.3390/ijms232314608
The associations of cerebrospinal fluid biomarkers with cognition, and rapid eye movement sleep behavior disorder in early Parkinson’s disease|10.3389/fnins.2022.1049118
Cerebrospinal fluid and blood profiles of transfer RNA fragments show age, sex, and Parkinson's disease‐related changes|10.1111/jnc.15723
Dementia with Lewy bodies post-mortem brains reveal differentially methylated CpG sites with biomarker potential|10.1038/s42003-022-03965-x
Millisecond Hydrogen/Deuterium-Exchange Mass Spectrometry Approach to Correlate Local Structure and Aggregation in α-Synuclein|10.1021/acs.analchem.2c03183
Potential of Non-Coding RNA as Biomarkers for Progressive Supranuclear Palsy|10.3390/ijms232314554
Spillover: The Approval of New Medications for Alzheimer’s Disease Dementia Will Impact Biomarker Disclosure Among Asymptomatic Research Participants|10.3233/jad-220113
The Effects of Deep Brain Stimulation in Patients with Multiple System Atrophy|10.3233/jpd-223504
